0,-0.11508,0.0059016,0,0,0,0,1.6
0,-0.11508,0.0059016,0,0,0,0,1.6
1e-07,-0.11508,0.0059016,0,0,0,0,1.6
0,-0.11508,0.0059016,0,0,0,0,1.6
0,-0.11508,0.0059016,0,0,0,0,1.6
0,-0.11508,0.0059016,1e-07,0,0,0,1.6
0,-0.11508,0.0059016,0,1e-07,0,0,1.6
0,-0.11508,0.0059016,0,0,1e-07,0,1.6
0,-0.11508,0.0059016,0,0,0,1e-07,1.6
0,-0.11508,0.0059016,0,0,0,0,1.6
1.0697e-17,-0.11516,0.0059092,-5.856e-18,-2.2567e-18,-1.7155e-06,2.8512e-07,1.6
1.0697e-17,-0.11516,0.0059092,-5.856e-18,-2.2567e-18,-1.7155e-06,2.8512e-07,1.6
1.0697e-17,-0.11516,0.0059092,-5.856e-18,-2.2567e-18,-1.7155e-06,2.8512e-07,1.6
1.0697e-17,-0.11516,0.0059092,-5.856e-18,-2.2567e-18,-1.7155e-06,2.8512e-07,1.6
1.0697e-17,-0.11516,0.0059092,-5.856e-18,-2.2567e-18,-1.7155e-06,2.8512e-07,1.6
1.0697e-17,-0.11516,0.0059092,-5.856e-18,-2.2567e-18,-1.7155e-06,2.8512e-07,1.6
1.0697e-17,-0.11516,0.0059092,-5.856e-18,-2.2567e-18,-1.7155e-06,2.8512e-07,1.6
1.0697e-17,-0.11516,0.0059092,-5.856e-18,-2.2567e-18,-1.7155e-06,2.8512e-07,1.6
1.0697e-17,-0.11516,0.0059092,-5.856e-18,-2.2567e-18,-1.7155e-06,2.8512e-07,1.6
1.0697e-17,-0.11516,0.0059092,-5.856e-18,-2.2567e-18,-1.7155e-06,2.8512e-07,1.6
-8.7115e-15,-0.11745,0.0061092,1.6028e-15,5.2892e-16,-1.8394e-06,3.0962e-07,1.5903
-8.7115e-15,-0.11745,0.0061092,1.6028e-15,5.2892e-16,-1.8394e-06,3.0962e-07,1.5903
-8.7115e-15,-0.11745,0.0061092,1.6028e-15,5.2892e-16,-1.8394e-06,3.0962e-07,1.5903
-8.7115e-15,-0.11745,0.0061092,1.6028e-15,5.2892e-16,-1.8394e-06,3.0962e-07,1.5903
-8.7115e-15,-0.11745,0.0061092,1.6028e-15,5.2892e-16,-1.8394e-06,3.0962e-07,1.5903
-8.7115e-15,-0.11745,0.0061092,1.6028e-15,5.2892e-16,-1.8394e-06,3.0962e-07,1.5903
-8.7115e-15,-0.11745,0.0061092,1.6028e-15,5.2892e-16,-1.8394e-06,3.0962e-07,1.5903
-8.7115e-15,-0.11745,0.0061092,1.6028e-15,5.2892e-16,-1.8394e-06,3.0962e-07,1.5903
-8.7115e-15,-0.11745,0.0061092,1.6028e-15,5.2892e-16,-1.8394e-06,3.0962e-07,1.5903
-8.7115e-15,-0.11745,0.0061092,1.6028e-15,5.2892e-16,-1.8394e-06,3.0962e-07,1.5903
-6.8317e-15,-0.11982,0.0063188,6.8442e-16,-1.133e-15,-1.974e-06,3.3658e-07,1.5806
-6.8317e-15,-0.11982,0.0063188,6.8442e-16,-1.133e-15,-1.974e-06,3.3658e-07,1.5806
-6.8317e-15,-0.11982,0.0063188,6.8442e-16,-1.133e-15,-1.974e-06,3.3658e-07,1.5806
-6.8317e-15,-0.11982,0.0063188,6.8442e-16,-1.133e-15,-1.974e-06,3.3658e-07,1.5806
-6.8317e-15,-0.11982,0.0063188,6.8442e-16,-1.133e-15,-1.974e-06,3.3658e-07,1.5806
-6.8317e-15,-0.11982,0.0063188,6.8442e-16,-1.133e-15,-1.974e-06,3.3658e-07,1.5806
-6.8317e-15,-0.11982,0.0063188,6.8442e-16,-1.133e-15,-1.974e-06,3.3658e-07,1.5806
-6.8317e-15,-0.11982,0.0063188,6.8442e-16,-1.133e-15,-1.974e-06,3.3658e-07,1.5806
-6.8317e-15,-0.11982,0.0063188,6.8442e-16,-1.133e-15,-1.974e-06,3.3658e-07,1.5806
-6.8317e-15,-0.11982,0.0063188,6.8442e-16,-1.133e-15,-1.974e-06,3.3658e-07,1.5806
-1.5518e-16,-0.12471,0.0067585,-3.2761e-15,-1.1757e-15,-2.2663e-06,3.9604e-07,1.5612
-1.5518e-16,-0.12471,0.0067585,-3.2761e-15,-1.1757e-15,-2.2663e-06,3.9604e-07,1.5612
-1.5518e-16,-0.12471,0.0067585,-3.2761e-15,-1.1757e-15,-2.2663e-06,3.9604e-07,1.5612
-1.5518e-16,-0.12471,0.0067585,-3.2761e-15,-1.1757e-15,-2.2663e-06,3.9604e-07,1.5612
-1.5518e-16,-0.12471,0.0067585,-3.2761e-15,-1.1757e-15,-2.2663e-06,3.9604e-07,1.5612
-1.5518e-16,-0.12471,0.0067585,-3.2761e-15,-1.1757e-15,-2.2663e-06,3.9604e-07,1.5612
-1.5518e-16,-0.12471,0.0067585,-3.2761e-15,-1.1757e-15,-2.2663e-06,3.9604e-07,1.5612
-1.5518e-16,-0.12471,0.0067585,-3.2761e-15,-1.1757e-15,-2.2663e-06,3.9604e-07,1.5612
-1.5518e-16,-0.12471,0.0067585,-3.2761e-15,-1.1757e-15,-2.2663e-06,3.9604e-07,1.5612
-1.5518e-16,-0.12471,0.0067585,-3.2761e-15,-1.1757e-15,-2.2663e-06,3.9604e-07,1.5612
-1.769e-15,-0.12496,0.0067914,2.7938e-16,-1.988e-16,-2.3047e-06,4.053e-07,1.5612
-1.769e-15,-0.12496,0.0067914,2.7938e-16,-1.988e-16,-2.3047e-06,4.053e-07,1.5612
-1.769e-15,-0.12496,0.0067914,2.7938e-16,-1.988e-16,-2.3047e-06,4.053e-07,1.5612
-1.769e-15,-0.12496,0.0067914,2.7938e-16,-1.988e-16,-2.3047e-06,4.053e-07,1.5612
-1.769e-15,-0.12496,0.0067914,2.7938e-16,-1.988e-16,-2.3047e-06,4.053e-07,1.5612
-1.769e-15,-0.12496,0.0067914,2.7938e-16,-1.988e-16,-2.3047e-06,4.053e-07,1.5612
-1.769e-15,-0.12496,0.0067914,2.7938e-16,-1.988e-16,-2.3047e-06,4.053e-07,1.5612
-1.769e-15,-0.12496,0.0067914,2.7938e-16,-1.988e-16,-2.3047e-06,4.053e-07,1.5612
-1.769e-15,-0.12496,0.0067914,2.7938e-16,-1.988e-16,-2.3047e-06,4.053e-07,1.5612
-1.769e-15,-0.12496,0.0067914,2.7938e-16,-1.988e-16,-2.3047e-06,4.053e-07,1.5612
-2.7776e-14,-0.13541,0.0077627,1.9808e-15,-1.0971e-14,-3.0001e-06,5.5121e-07,1.5226
-2.7776e-14,-0.13541,0.0077627,1.9808e-15,-1.0971e-14,-3.0001e-06,5.5121e-07,1.5226
-2.7776e-14,-0.13541,0.0077627,1.9808e-15,-1.0971e-14,-3.0001e-06,5.5121e-07,1.5226
-2.7776e-14,-0.13541,0.0077627,1.9808e-15,-1.0971e-14,-3.0001e-06,5.5121e-07,1.5226
-2.7776e-14,-0.13541,0.0077627,1.9808e-15,-1.0971e-14,-3.0001e-06,5.5121e-07,1.5226
-2.7776e-14,-0.13541,0.0077627,1.9808e-15,-1.0971e-14,-3.0001e-06,5.5121e-07,1.5226
-2.7776e-14,-0.13541,0.0077627,1.9808e-15,-1.0971e-14,-3.0001e-06,5.5121e-07,1.5226
-2.7776e-14,-0.13541,0.0077627,1.9808e-15,-1.0971e-14,-3.0001e-06,5.5121e-07,1.5226
-2.7776e-14,-0.13541,0.0077627,1.9808e-15,-1.0971e-14,-3.0001e-06,5.5121e-07,1.5226
-2.7776e-14,-0.13541,0.0077627,1.9808e-15,-1.0971e-14,-3.0001e-06,5.5121e-07,1.5226
-6.3014e-15,-0.13615,0.0078679,1.5981e-15,-9.5656e-16,-3.1371e-06,5.8594e-07,1.5228
-6.3014e-15,-0.13615,0.0078679,1.5981e-15,-9.5656e-16,-3.1371e-06,5.8594e-07,1.5228
-6.3014e-15,-0.13615,0.0078679,1.5981e-15,-9.5656e-16,-3.1371e-06,5.8594e-07,1.5228
-6.3014e-15,-0.13615,0.0078679,1.5981e-15,-9.5656e-16,-3.1371e-06,5.8594e-07,1.5228
-6.3014e-15,-0.13615,0.0078679,1.5981e-15,-9.5656e-16,-3.1371e-06,5.8594e-07,1.5228
-6.3014e-15,-0.13615,0.0078679,1.5981e-15,-9.5656e-16,-3.1371e-06,5.8594e-07,1.5228
-6.3014e-15,-0.13615,0.0078679,1.5981e-15,-9.5656e-16,-3.1371e-06,5.8594e-07,1.5228
-6.3014e-15,-0.13615,0.0078679,1.5981e-15,-9.5656e-16,-3.1371e-06,5.8594e-07,1.5228
-6.3014e-15,-0.13615,0.0078679,1.5981e-15,-9.5656e-16,-3.1371e-06,5.8594e-07,1.5228
-6.3014e-15,-0.13615,0.0078679,1.5981e-15,-9.5656e-16,-3.1371e-06,5.8594e-07,1.5228
-8.9713e-14,-0.15112,0.0093555,1.4346e-15,8.1516e-15,-4.3724e-06,8.6237e-07,1.4752
-8.9713e-14,-0.15112,0.0093555,1.4346e-15,8.1516e-15,-4.3724e-06,8.6237e-07,1.4752
-8.9713e-14,-0.15112,0.0093555,1.4346e-15,8.1516e-15,-4.3724e-06,8.6237e-07,1.4752
-8.9713e-14,-0.15112,0.0093555,1.4346e-15,8.1516e-15,-4.3724e-06,8.6237e-07,1.4752
-8.9713e-14,-0.15112,0.0093555,1.4346e-15,8.1516e-15,-4.3724e-06,8.6237e-07,1.4752
-8.9713e-14,-0.15112,0.0093555,1.4346e-15,8.1516e-15,-4.3724e-06,8.6237e-07,1.4752
-8.9713e-14,-0.15112,0.0093555,1.4346e-15,8.1516e-15,-4.3724e-06,8.6237e-07,1.4752
-8.9713e-14,-0.15112,0.0093555,1.4346e-15,8.1516e-15,-4.3724e-06,8.6237e-07,1.4752
-8.9713e-14,-0.15112,0.0093555,1.4346e-15,8.1516e-15,-4.3724e-06,8.6237e-07,1.4752
-8.9713e-14,-0.15112,0.0093555,1.4346e-15,8.1516e-15,-4.3724e-06,8.6237e-07,1.4752
2.8724e-14,-0.15251,0.0095714,-3.9031e-15,-3.5819e-15,-4.701e-06,9.5241e-07,1.4756
2.8724e-14,-0.15251,0.0095714,-3.9031e-15,-3.5819e-15,-4.701e-06,9.5241e-07,1.4756
2.8724e-14,-0.15251,0.0095714,-3.9031e-15,-3.5819e-15,-4.701e-06,9.5241e-07,1.4756
2.8724e-14,-0.15251,0.0095714,-3.9031e-15,-3.5819e-15,-4.701e-06,9.5241e-07,1.4756
2.8724e-14,-0.15251,0.0095714,-3.9031e-15,-3.5819e-15,-4.701e-06,9.5241e-07,1.4756
2.8724e-14,-0.15251,0.0095714,-3.9031e-15,-3.5819e-15,-4.701e-06,9.5241e-07,1.4756
2.8724e-14,-0.15251,0.0095714,-3.9031e-15,-3.5819e-15,-4.701e-06,9.5241e-07,1.4756
2.8724e-14,-0.15251,0.0095714,-3.9031e-15,-3.5819e-15,-4.701e-06,9.5241e-07,1.4756
2.8724e-14,-0.15251,0.0095714,-3.9031e-15,-3.5819e-15,-4.701e-06,9.5241e-07,1.4756
2.8724e-14,-0.15251,0.0095714,-3.9031e-15,-3.5819e-15,-4.701e-06,9.5241e-07,1.4756
6.0115e-15,-0.17033,0.011512,1.4182e-15,-2.0554e-15,-6.6519e-06,1.4286e-06,1.4289
6.0115e-15,-0.17033,0.011512,1.4182e-15,-2.0554e-15,-6.6519e-06,1.4286e-06,1.4289
6.0115e-15,-0.17033,0.011512,1.4182e-15,-2.0554e-15,-6.6519e-06,1.4286e-06,1.4289
6.0115e-15,-0.17033,0.011512,1.4182e-15,-2.0554e-15,-6.6519e-06,1.4286e-06,1.4289
6.0115e-15,-0.17033,0.011512,1.4182e-15,-2.0554e-15,-6.6519e-06,1.4286e-06,1.4289
6.0115e-15,-0.17033,0.011512,1.4182e-15,-2.0554e-15,-6.6519e-06,1.4286e-06,1.4289
6.0115e-15,-0.17033,0.011512,1.4182e-15,-2.0554e-15,-6.6519e-06,1.4286e-06,1.4289
6.0115e-15,-0.17033,0.011512,1.4182e-15,-2.0554e-15,-6.6519e-06,1.4286e-06,1.4289
6.0115e-15,-0.17033,0.011512,1.4182e-15,-2.0554e-15,-6.6519e-06,1.4286e-06,1.4289
6.0115e-15,-0.17033,0.011512,1.4182e-15,-2.0554e-15,-6.6519e-06,1.4286e-06,1.4289
-2.4527e-14,-0.17203,0.011807,9.5119e-15,-9.8337e-15,-7.1944e-06,1.5927e-06,1.4296
-2.4527e-14,-0.17203,0.011807,9.5119e-15,-9.8337e-15,-7.1944e-06,1.5927e-06,1.4296
-2.4527e-14,-0.17203,0.011807,9.5119e-15,-9.8337e-15,-7.1944e-06,1.5927e-06,1.4296
-2.4527e-14,-0.17203,0.011807,9.5119e-15,-9.8337e-15,-7.1944e-06,1.5927e-06,1.4296
-2.4527e-14,-0.17203,0.011807,9.5119e-15,-9.8337e-15,-7.1944e-06,1.5927e-06,1.4296
-2.4527e-14,-0.17203,0.011807,9.5119e-15,-9.8337e-15,-7.1944e-06,1.5927e-06,1.4296
-2.4527e-14,-0.17203,0.011807,9.5119e-15,-9.8337e-15,-7.1944e-06,1.5927e-06,1.4296
-2.4527e-14,-0.17203,0.011807,9.5119e-15,-9.8337e-15,-7.1944e-06,1.5927e-06,1.4296
-2.4527e-14,-0.17203,0.011807,9.5119e-15,-9.8337e-15,-7.1944e-06,1.5927e-06,1.4296
-2.4527e-14,-0.17203,0.011807,9.5119e-15,-9.8337e-15,-7.1944e-06,1.5927e-06,1.4296
-1.0241e-13,-0.1933,0.014365,1.5177e-14,-2.4654e-14,-1.0324e-05,2.4327e-06,1.3844
-1.0241e-13,-0.1933,0.014365,1.5177e-14,-2.4654e-14,-1.0324e-05,2.4327e-06,1.3844
